sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Mph);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.0;4.0;8.0;-2.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;41.0;-23.0;-43.0;274.0;-26.0;14.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 16;441508;2018-07-25 07:39:23:102
-2.0;4.0;10.0;-2.0;4.0;9.0;0.0;0.0;1.0;-1.0;0.0;0.0;20.0;41.0;-21.0;-44.0;278.0;-26.0;14.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 15;442008;2018-07-25 07:39:23:602
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;42.0;-14.0;-46.0;274.0;-17.0;11.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 15;442507;2018-07-25 07:39:24:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;42.0;-14.0;-47.0;273.0;-16.0;11.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;443007;2018-07-25 07:39:24:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;41.0;-13.0;-48.0;273.0;-15.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;443507;2018-07-25 07:39:25:101
-2.0;2.0;9.0;-2.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;41.0;-12.0;-48.0;274.0;-15.0;10.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;444007;2018-07-25 07:39:25:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;41.0;-14.0;-47.0;273.0;-16.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;444507;2018-07-25 07:39:26:101
-2.0;3.0;10.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;41.0;-12.0;-48.0;275.0;-15.0;10.0;2.0;19.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 16;445007;2018-07-25 07:39:26:601
-1.0;2.0;9.0;-1.0;2.0;10.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;20.0;37.0;-11.0;-51.0;272.0;-13.0;6.0;2.0;23.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 16;445508;2018-07-25 07:39:27:102
0.0;2.0;9.0;-1.0;2.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;36.0;-17.0;-48.0;261.0;-14.0;6.0;2.0;27.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;446007;2018-07-25 07:39:27:601
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;39.0;-19.0;-46.0;263.0;-16.0;8.0;2.0;19.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;446508;2018-07-25 07:39:28:102
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;39.0;-18.0;-46.0;263.0;-15.0;8.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;8 / 17;447008;2018-07-25 07:39:28:602
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;39.0;-18.0;-46.0;264.0;-16.0;9.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;8 / 17;447508;2018-07-25 07:39:29:102
-2.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;39.0;-18.0;-46.0;264.0;-16.0;9.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;8 / 17;448007;2018-07-25 07:39:29:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;40.0;-18.0;-46.0;265.0;-16.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;8 / 17;448508;2018-07-25 07:39:30:102
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;40.0;-18.0;-45.0;265.0;-16.0;9.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;449007;2018-07-25 07:39:30:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;40.0;-18.0;-45.0;264.0;-16.0;9.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;449507;2018-07-25 07:39:31:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;40.0;-19.0;-46.0;264.0;-16.0;10.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;450007;2018-07-25 07:39:31:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;40.0;-18.0;-46.0;264.0;-15.0;9.0;2.0;19.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;450507;2018-07-25 07:39:32:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;40.0;-18.0;-46.0;264.0;-16.0;9.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;451008;2018-07-25 07:39:32:602
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;41.0;-18.0;-45.0;264.0;-15.0;9.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;451507;2018-07-25 07:39:33:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;40.0;-17.0;-46.0;265.0;-16.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;452007;2018-07-25 07:39:33:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;41.0;-18.0;-45.0;264.0;-16.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;452507;2018-07-25 07:39:34:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;40.0;-18.0;-45.0;264.0;-16.0;10.0;2.0;15.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;453007;2018-07-25 07:39:34:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;40.0;-17.0;-46.0;266.0;-16.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;453507;2018-07-25 07:39:35:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;40.0;-18.0;-45.0;264.0;-16.0;10.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;454007;2018-07-25 07:39:35:601
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;40.0;-17.0;-46.0;264.0;-16.0;10.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;454507;2018-07-25 07:39:36:101
-2.0;3.0;9.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;40.0;-17.0;-46.0;265.0;-15.0;9.0;2.0;19.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;455008;2018-07-25 07:39:36:602
-2.0;3.0;10.0;-2.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;39.0;-18.0;-47.0;264.0;-16.0;9.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;455508;2018-07-25 07:39:37:102
-2.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;40.0;-17.0;-46.0;265.0;-15.0;9.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;456007;2018-07-25 07:39:37:601
0.0;2.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;29.0;-19.0;-52.0;257.0;-13.0;0.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;456507;2018-07-25 07:39:38:101
0.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;26.0;-18.0;-52.0;244.0;-5.0;-3.0;2.0;19.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;457008;2018-07-25 07:39:38:602
1.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;27.0;-17.0;-52.0;246.0;-5.0;-2.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;457507;2018-07-25 07:39:39:101
1.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;28.0;-15.0;-54.0;255.0;-7.0;-2.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;458007;2018-07-25 07:39:39:601
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;29.0;-13.0;-53.0;256.0;-6.0;-1.0;2.0;15.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;9 / 17;458507;2018-07-25 07:39:40:101
-1.0;2.0;10.0;0.0;1.0;10.0;-1.0;0.0;0.0;0.0;0.0;0.0;46.0;33.0;-14.0;-51.0;258.0;-8.0;2.0;2.0;18.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;459008;2018-07-25 07:39:40:602
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;31.0;-14.0;-52.0;254.0;-5.0;0.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;459508;2018-07-25 07:39:41:102
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;32.0;-14.0;-52.0;255.0;-6.0;1.0;2.0;16.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;460007;2018-07-25 07:39:41:601
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;32.0;-14.0;-52.0;256.0;-6.0;1.0;2.0;16.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;10 / 17;460508;2018-07-25 07:39:42:102
0.0;2.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;34.0;-17.0;-50.0;260.0;-13.0;2.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;12 / 17;461007;2018-07-25 07:39:42:601
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;37.0;-19.0;-48.0;264.0;-17.0;6.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;12 / 17;461507;2018-07-25 07:39:43:101
-1.0;2.0;10.0;-1.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;38.0;-17.0;-48.0;263.0;-14.0;7.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;462007;2018-07-25 07:39:43:601
-1.0;2.0;9.0;-1.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;38.0;-18.0;-47.0;262.0;-14.0;7.0;2.0;16.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;462507;2018-07-25 07:39:44:101
-1.0;2.0;9.0;-1.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;38.0;-16.0;-47.0;264.0;-14.0;7.0;2.0;15.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;12 / 17;463007;2018-07-25 07:39:44:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;37.0;-16.0;-49.0;262.0;-12.0;6.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;12 / 17;463507;2018-07-25 07:39:45:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;36.0;-16.0;-49.0;258.0;-10.0;5.0;2.0;16.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;12 / 17;464007;2018-07-25 07:39:45:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;34.0;-17.0;-49.0;255.0;-10.0;4.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;12 / 17;464507;2018-07-25 07:39:46:101
-1.0;2.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;33.0;-17.0;-50.0;256.0;-10.0;3.0;2.0;17.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;465008;2018-07-25 07:39:46:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;35.0;-18.0;-48.0;257.0;-12.0;5.0;2.0;16.0;42.49;-83.42;794.0;861.9722995385443;1.0;25.81;285.0;11 / 17;465507;2018-07-25 07:39:47:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-18.0;-48.0;256.0;-11.0;5.0;2.0;18.0;42.49;-83.42;747.0;861.9722995385443;;60.85;;12 / 17;466008;2018-07-25 07:39:47:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-18.0;-47.0;256.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;466508;2018-07-25 07:39:48:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;37.0;-18.0;-48.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;467008;2018-07-25 07:39:48:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;258.0;-11.0;6.0;2.0;15.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;467508;2018-07-25 07:39:49:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;37.0;-18.0;-48.0;255.0;-11.0;6.0;2.0;18.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;468008;2018-07-25 07:39:49:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-18.0;-48.0;255.0;-11.0;6.0;2.0;18.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;468508;2018-07-25 07:39:50:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;469007;2018-07-25 07:39:50:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-18.0;-48.0;255.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;12 / 17;469507;2018-07-25 07:39:51:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;470007;2018-07-25 07:39:51:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;36.0;-17.0;-49.0;257.0;-11.0;5.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;470507;2018-07-25 07:39:52:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-17.0;-48.0;257.0;-11.0;5.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;471007;2018-07-25 07:39:52:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-49.0;257.0;-10.0;5.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;471507;2018-07-25 07:39:53:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;35.0;-17.0;-49.0;258.0;-10.0;5.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;472007;2018-07-25 07:39:53:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;256.0;-10.0;5.0;2.0;18.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;472507;2018-07-25 07:39:54:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-17.0;-48.0;256.0;-10.0;5.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;473007;2018-07-25 07:39:54:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-17.0;-49.0;256.0;-10.0;5.0;2.0;19.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;473507;2018-07-25 07:39:55:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-17.0;-49.0;257.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;474007;2018-07-25 07:39:55:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-49.0;257.0;-10.0;6.0;2.0;18.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;474507;2018-07-25 07:39:56:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-49.0;257.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;475008;2018-07-25 07:39:56:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;37.0;-17.0;-48.0;256.0;-10.0;6.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;475508;2018-07-25 07:39:57:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;37.0;-17.0;-48.0;257.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;476007;2018-07-25 07:39:57:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-17.0;-48.0;256.0;-10.0;6.0;2.0;18.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;476508;2018-07-25 07:39:58:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-17.0;-48.0;256.0;-10.0;6.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;477008;2018-07-25 07:39:58:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;36.0;-17.0;-48.0;257.0;-10.0;6.0;2.0;15.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;477508;2018-07-25 07:39:59:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-16.0;-48.0;256.0;-10.0;6.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;478008;2018-07-25 07:39:59:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-16.0;-49.0;258.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;478508;2018-07-25 07:40:00:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-49.0;257.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;479008;2018-07-25 07:40:00:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-18.0;-49.0;257.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;9 / 17;479508;2018-07-25 07:40:01:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-49.0;257.0;-11.0;6.0;2.0;18.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;480008;2018-07-25 07:40:01:602
-1.0;2.0;9.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;38.0;-18.0;-47.0;258.0;-12.0;7.0;2.0;19.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;480508;2018-07-25 07:40:02:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;37.0;-18.0;-47.0;257.0;-12.0;7.0;2.0;15.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 17;481007;2018-07-25 07:40:02:601
-1.0;2.0;9.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-16.0;-48.0;259.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 17;481507;2018-07-25 07:40:03:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-17.0;-49.0;257.0;-11.0;5.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;482007;2018-07-25 07:40:03:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;37.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;15.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 17;482508;2018-07-25 07:40:04:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 17;483008;2018-07-25 07:40:04:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 17;483508;2018-07-25 07:40:05:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;37.0;-17.0;-47.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 16;484008;2018-07-25 07:40:05:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-16.0;-48.0;258.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 16;484507;2018-07-25 07:40:06:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 16;485007;2018-07-25 07:40:06:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;37.0;-17.0;-49.0;258.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 16;485508;2018-07-25 07:40:07:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-16.0;-48.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 15;486007;2018-07-25 07:40:07:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;17.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;10 / 15;486508;2018-07-25 07:40:08:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;257.0;-11.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 16;487007;2018-07-25 07:40:08:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;257.0;-10.0;6.0;2.0;16.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 16;487508;2018-07-25 07:40:09:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;36.0;-17.0;-48.0;256.0;-10.0;6.0;2.0;15.0;42.49;-83.42;747.0;863.1747801834168;;60.85;;11 / 16;488007;2018-07-25 07:40:09:601
