sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Mph);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0;7.0;12.0;2.0;5.0;8.0;-2.0;2.0;4.0;-1.0;1.0;1.0;38.0;-22.0;-4.0;-48.0;17.0;-29.0;-17.0;2.0;28.0;42.49;-83.42;754.0;861.8768818874807;2.0;77.42;197.0;10 / 11;196507;2018-07-25 07:35:18:101
2.0;6.0;10.0;1.0;5.0;8.0;1.0;1.0;1.0;0.0;0.0;-1.0;29.0;-10.0;-5.0;-48.0;9.0;-32.0;-9.0;2.0;23.0;42.49;-83.42;768.0;861.8768818874807;3.0;77.42;203.0;10 / 11;197007;2018-07-25 07:35:18:601
1.0;8.0;8.0;2.0;6.0;7.0;-1.0;2.0;0.0;1.0;0.0;1.0;29.0;-13.0;-8.0;-44.0;4.0;-38.0;-14.0;2.0;27.0;42.49;-83.42;768.0;861.8768818874807;3.0;77.42;203.0;10 / 11;197508;2018-07-25 07:35:19:102
3.0;7.0;8.0;2.0;6.0;7.0;2.0;1.0;1.0;-1.0;0.0;-1.0;123.0;-14.0;-9.0;-42.0;358.0;-41.0;-19.0;2.0;26.0;42.49;-83.42;768.0;861.8768818874807;3.0;51.61;199.0;10 / 11;198008;2018-07-25 07:35:19:602
2.0;9.0;7.0;2.0;7.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;-15.0;-11.0;-41.0;1.0;-44.0;-19.0;2.0;25.0;42.49;-83.42;768.0;861.8768818874807;3.0;51.61;199.0;10 / 11;198508;2018-07-25 07:35:20:102
3.0;8.0;8.0;2.0;7.0;7.0;2.0;1.0;1.0;-1.0;0.0;0.0;72.0;-9.0;-12.0;-41.0;358.0;-46.0;-13.0;2.0;25.0;42.49;-83.42;769.0;861.8768818874807;3.0;51.61;178.0;11 / 12;199008;2018-07-25 07:35:20:602
2.0;9.0;7.0;1.0;7.0;6.0;1.0;2.0;1.0;0.0;0.0;0.0;187.0;-5.0;-13.0;-38.0;356.0;-47.0;-10.0;2.0;24.0;42.49;-83.42;769.0;861.8768818874807;3.0;51.61;178.0;11 / 12;199507;2018-07-25 07:35:21:101
3.0;8.0;11.0;1.0;7.0;7.0;2.0;1.0;4.0;0.0;0.0;0.0;227.0;-1.0;-8.0;-38.0;347.0;-45.0;-9.0;2.0;26.0;42.49;-83.42;770.0;861.8768818874807;3.0;51.61;163.0;11 / 11;200007;2018-07-25 07:35:21:601
2.0;8.0;12.0;2.0;6.0;7.0;1.0;2.0;4.0;0.0;0.0;1.0;227.0;-7.0;-8.0;-43.0;351.0;-42.0;-13.0;2.0;27.0;42.49;-83.42;770.0;861.8768818874807;3.0;51.61;163.0;11 / 11;200507;2018-07-25 07:35:22:101
2.0;6.0;9.0;2.0;6.0;8.0;0.0;0.0;1.0;-1.0;-1.0;1.0;60.0;-5.0;-8.0;-47.0;351.0;-37.0;-10.0;2.0;19.0;42.49;-83.42;771.0;861.8768818874807;3.0;51.61;153.0;11 / 12;201008;2018-07-25 07:35:22:602
2.0;6.0;7.0;2.0;5.0;8.0;0.0;1.0;-1.0;0.0;0.0;1.0;42.0;-12.0;-5.0;-49.0;359.0;-29.0;-14.0;2.0;25.0;42.49;-83.42;771.0;861.8768818874807;3.0;51.61;153.0;11 / 12;201508;2018-07-25 07:35:23:102
2.0;4.0;13.0;2.0;4.0;9.0;-1.0;-1.0;5.0;0.0;0.0;0.0;35.0;-14.0;0.0;-50.0;3.0;-25.0;-14.0;2.0;23.0;42.49;-83.42;772.0;861.8768818874807;3.0;51.61;143.0;11 / 11;202008;2018-07-25 07:35:23:602
0.0;5.0;11.0;2.0;4.0;9.0;-1.0;0.0;2.0;0.0;0.0;0.0;190.0;-13.0;0.0;-51.0;6.0;-25.0;-12.0;2.0;23.0;42.49;-83.42;772.0;861.8768818874807;3.0;51.61;143.0;11 / 11;202508;2018-07-25 07:35:24:102
2.0;5.0;8.0;2.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;190.0;-8.0;-2.0;-52.0;353.0;-29.0;-12.0;2.0;24.0;42.49;-83.42;772.0;861.8768818874807;3.0;51.61;141.0;11 / 13;203008;2018-07-25 07:35:24:602
2.0;6.0;7.0;2.0;5.0;8.0;0.0;1.0;-1.0;0.0;0.0;0.0;129.0;-9.0;-1.0;-50.0;354.0;-30.0;-13.0;2.0;26.0;42.49;-83.42;772.0;861.8768818874807;3.0;51.61;141.0;11 / 13;203508;2018-07-25 07:35:25:102
2.0;4.0;7.0;2.0;5.0;8.0;0.0;-1.0;-2.0;0.0;0.0;0.0;50.0;-6.0;-3.0;-46.0;344.0;-31.0;-15.0;2.0;25.0;42.49;-83.42;773.0;861.8768818874807;3.0;51.61;146.0;11 / 13;204008;2018-07-25 07:35:25:602
0.0;5.0;7.0;2.0;6.0;8.0;-1.0;0.0;-1.0;0.0;0.0;0.0;50.0;-3.0;-7.0;-43.0;345.0;-35.0;-11.0;2.0;23.0;42.49;-83.42;773.0;861.8768818874807;3.0;51.61;146.0;11 / 13;204508;2018-07-25 07:35:26:102
5.0;1.0;14.0;2.0;6.0;8.0;3.0;-4.0;7.0;-3.0;3.0;2.0;28.0;3.0;-11.0;-38.0;313.0;-39.0;-17.0;2.0;25.0;42.49;-83.42;773.0;861.8768818874807;3.0;51.61;144.0;11 / 13;205007;2018-07-25 07:35:26:601
-10.0;-4.0;-1.0;-7.0;-4.0;5.0;-3.0;1.0;-7.0;-1.0;7.0;1.0;133.0;38.0;13.0;-6.0;264.0;25.0;50.0;2.0;27.0;42.49;-83.42;773.0;861.8768818874807;3.0;51.61;144.0;11 / 13;205508;2018-07-25 07:35:27:102
-9.0;-2.0;2.0;-9.0;-3.0;2.0;-1.0;-2.0;-3.0;1.0;0.0;1.0;280.0;36.0;0.0;7.0;228.0;16.0;84.0;2.0;43.0;42.49;-83.42;773.0;861.8768818874807;3.0;38.71;105.0;12 / 13;206008;2018-07-25 07:35:27:602
3.0;-5.0;-5.0;0.0;-10.0;1.0;3.0;5.0;-6.0;-1.0;-2.0;-3.0;87.0;19.0;32.0;-1.0;221.0;80.0;57.0;0.0;52.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;105.0;12 / 13;206508;2018-07-25 07:35:28:102
0.0;-10.0;5.0;2.0;-10.0;0.0;-1.0;0.0;4.0;-1.0;-2.0;0.0;5.0;15.0;36.0;-3.0;341.0;80.0;-75.0;0.0;65.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;105.0;12 / 12;207008;2018-07-25 07:35:28:602
1.0;-10.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;36.0;-5.0;345.0;82.0;-87.0;0.0;26.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;105.0;12 / 12;207508;2018-07-25 07:35:29:102
1.0;-10.0;0.0;1.0;-10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;16.0;36.0;-4.0;354.0;82.0;-96.0;0.0;25.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;104.0;9 / 12;208007;2018-07-25 07:35:29:601
1.0;-10.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;36.0;-4.0;352.0;83.0;-94.0;0.0;25.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;104.0;9 / 12;208507;2018-07-25 07:35:30:101
0.0;-10.0;0.0;1.0;-10.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;4.0;17.0;36.0;-2.0;3.0;83.0;-100.0;0.0;24.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;105.0;8 / 12;209007;2018-07-25 07:35:30:601
1.0;-9.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;17.0;36.0;0.0;13.0;82.0;-106.0;0.0;25.0;42.49;-83.42;773.0;863.3229625983402;3.0;38.71;105.0;8 / 12;209507;2018-07-25 07:35:31:101
2.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;17.0;36.0;0.0;17.0;81.0;-112.0;0.0;32.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;104.0;8 / 12;210008;2018-07-25 07:35:31:602
2.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;35.0;-1.0;18.0;83.0;-115.0;0.0;26.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;104.0;8 / 12;210508;2018-07-25 07:35:32:102
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;35.0;-1.0;32.0;84.0;-131.0;0.0;25.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;10 / 12;211007;2018-07-25 07:35:32:601
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;36.0;2.0;32.0;84.0;-123.0;0.0;31.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;10 / 12;211508;2018-07-25 07:35:33:102
1.0;-10.0;-1.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;20.0;36.0;2.0;28.0;84.0;-116.0;0.0;24.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;10 / 12;212007;2018-07-25 07:35:33:601
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;19.0;36.0;5.0;39.0;83.0;-121.0;0.0;24.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;10 / 12;212507;2018-07-25 07:35:34:101
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;20.0;37.0;4.0;36.0;83.0;-121.0;0.0;27.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;11 / 12;213008;2018-07-25 07:35:34:602
0.0;-10.0;0.0;1.0;-10.0;-1.0;-1.0;0.0;0.0;0.0;-1.0;0.0;5.0;21.0;35.0;3.0;40.0;84.0;-127.0;0.0;31.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;11 / 12;213508;2018-07-25 07:35:35:102
0.0;-10.0;1.0;1.0;-10.0;-1.0;-1.0;0.0;2.0;0.0;1.0;0.0;5.0;18.0;36.0;6.0;39.0;82.0;-124.0;0.0;29.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;11 / 12;214008;2018-07-25 07:35:35:602
2.0;-9.0;1.0;1.0;-10.0;1.0;1.0;1.0;0.0;-1.0;-1.0;0.0;5.0;15.0;30.0;10.0;341.0;82.0;-33.0;0.0;33.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;11 / 12;214507;2018-07-25 07:35:36:101
-2.0;-9.0;0.0;1.0;-10.0;0.0;-2.0;0.0;1.0;0.0;-2.0;0.0;5.0;12.0;30.0;12.0;51.0;83.0;-105.0;0.0;34.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;12 / 14;215007;2018-07-25 07:35:36:601
1.0;-9.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;28.0;11.0;56.0;84.0;-116.0;0.0;38.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;12 / 14;215508;2018-07-25 07:35:37:102
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;12.0;26.0;7.0;49.0;82.0;-118.0;0.0;39.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;12 / 14;216008;2018-07-25 07:35:37:602
7.0;-12.0;5.0;2.0;-10.0;-1.0;5.0;-2.0;6.0;2.0;-3.0;-1.0;13.0;-2.0;18.0;-3.0;320.0;76.0;-120.0;0.0;31.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;12 / 14;216508;2018-07-25 07:35:38:102
3.0;-9.0;7.0;1.0;-9.0;4.0;2.0;1.0;2.0;0.0;-2.0;0.0;13.0;15.0;34.0;-1.0;317.0;65.0;-12.0;0.0;45.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;11 / 13;217008;2018-07-25 07:35:38:602
-1.0;-9.0;0.0;1.0;-10.0;0.0;-2.0;0.0;1.0;0.0;-1.0;0.0;5.0;11.0;36.0;1.0;16.0;82.0;-108.0;0.0;40.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;11 / 13;217508;2018-07-25 07:35:39:102
3.0;-9.0;-1.0;1.0;-9.0;3.0;2.0;0.0;-3.0;1.0;1.0;0.0;6.0;14.0;42.0;-1.0;313.0;75.0;-12.0;0.0;35.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;12 / 13;218008;2018-07-25 07:35:39:602
2.0;-9.0;-1.0;1.0;-10.0;2.0;0.0;0.0;-2.0;0.0;1.0;0.0;6.0;19.0;46.0;-9.0;290.0;76.0;-15.0;0.0;46.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;12 / 13;218508;2018-07-25 07:35:40:102
0.0;-12.0;0.0;1.0;-10.0;-1.0;-1.0;-2.0;1.0;-1.0;0.0;0.0;4.0;15.0;48.0;3.0;36.0;81.0;-131.0;0.0;36.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;13 / 14;219008;2018-07-25 07:35:40:602
3.0;-4.0;0.0;0.0;-9.0;4.0;3.0;5.0;-4.0;-1.0;0.0;0.0;4.0;18.0;42.0;-22.0;273.0;63.0;-5.0;0.0;48.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;13 / 14;219507;2018-07-25 07:35:41:101
0.0;-10.0;6.0;1.0;-10.0;1.0;-1.0;-1.0;3.0;-2.0;0.0;0.0;2.0;12.0;48.0;-6.0;329.0;81.0;-69.0;0.0;48.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;13 / 14;220007;2018-07-25 07:35:41:601
3.0;-11.0;1.0;1.0;-9.0;2.0;3.0;-2.0;-3.0;1.0;6.0;0.0;3.0;17.0;44.0;-9.0;289.0;77.0;-21.0;0.0;39.0;42.49;-83.42;773.0;863.3229625983402;2.0;51.61;101.0;13 / 14;220507;2018-07-25 07:35:42:101
0.0;-8.0;-3.0;1.0;-9.0;3.0;-1.0;3.0;-5.0;0.0;0.0;0.0;0.0;13.0;44.0;-13.0;289.0;73.0;-21.0;0.0;43.0;42.49;-83.42;779.0;863.3229625983402;2.0;38.71;322.0;13 / 14;221008;2018-07-25 07:35:42:602
2.0;-13.0;12.0;2.0;-10.0;-2.0;1.0;-3.0;13.0;0.0;0.0;0.0;0.0;8.0;46.0;4.0;34.0;77.0;-136.0;0.0;36.0;42.49;-83.42;779.0;863.3229625983402;2.0;38.71;322.0;13 / 14;221508;2018-07-25 07:35:43:102
0.0;-8.0;2.0;0.0;-9.0;4.0;0.0;1.0;-2.0;0.0;-2.0;0.0;4.0;11.0;40.0;-30.0;224.0;66.0;3.0;0.0;44.0;42.49;-83.42;779.0;863.3229625983402;2.0;38.71;327.0;13 / 13;222008;2018-07-25 07:35:43:602
0.0;-11.0;2.0;2.0;-9.0;1.0;-2.0;-1.0;0.0;-3.0;-2.0;0.0;6.0;-11.0;43.0;-22.0;242.0;74.0;-62.0;0.0;42.0;42.49;-83.42;779.0;863.3229625983402;2.0;38.71;327.0;13 / 13;222507;2018-07-25 07:35:44:101
2.0;-13.0;-2.0;2.0;-10.0;1.0;1.0;-3.0;-3.0;3.0;2.0;0.0;6.0;-14.0;43.0;-22.0;233.0;79.0;-73.0;0.0;36.0;42.49;-83.42;779.0;863.3229625983402;3.0;38.71;304.0;12 / 13;223008;2018-07-25 07:35:44:602
3.0;-10.0;3.0;2.0;-9.0;2.0;1.0;-2.0;1.0;-1.0;1.0;1.0;3.0;-27.0;43.0;-29.0;189.0;74.0;-49.0;0.0;46.0;42.49;-83.42;779.0;863.3229625983402;3.0;38.71;304.0;12 / 13;223507;2018-07-25 07:35:45:101
0.0;-10.0;0.0;1.0;-10.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;3.0;-30.0;46.0;-13.0;245.0;86.0;-126.0;0.0;36.0;42.49;-83.42;779.0;863.3229625983402;3.0;38.71;244.0;12 / 13;224008;2018-07-25 07:35:45:602
-1.0;-10.0;0.0;0.0;-10.0;-1.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;-30.0;47.0;-3.0;305.0;86.0;158.0;0.0;23.0;42.49;-83.42;779.0;863.3229625983402;3.0;38.71;244.0;12 / 13;224508;2018-07-25 07:35:46:102
0.0;-10.0;0.0;0.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-35.0;45.0;-1.0;199.0;88.0;-106.0;0.0;22.0;42.49;-83.42;779.0;863.3229625983402;3.0;38.71;244.0;12 / 13;225007;2018-07-25 07:35:46:601
2.0;-9.0;1.0;1.0;-10.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;-34.0;45.0;5.0;140.0;82.0;-63.0;0.0;24.0;42.49;-83.42;779.0;863.3229625983402;3.0;38.71;244.0;12 / 13;225507;2018-07-25 07:35:47:101
1.0;-8.0;0.0;1.0;-10.0;1.0;0.0;1.0;0.0;-1.0;-1.0;0.0;1.0;-37.0;45.0;5.0;140.0;81.0;-65.0;0.0;30.0;42.49;-83.42;779.0;863.3229625983402;2.0;25.81;180.0;12 / 13;226008;2018-07-25 07:35:47:602
0.0;-10.0;0.0;1.0;-10.0;-1.0;-1.0;-1.0;0.0;0.0;-2.0;0.0;1.0;-27.0;45.0;21.0;185.0;84.0;-132.0;0.0;30.0;42.49;-83.42;779.0;863.3229625983402;2.0;25.81;180.0;12 / 13;226508;2018-07-25 07:35:48:102
-1.0;-10.0;1.0;1.0;-10.0;-1.0;-2.0;0.0;2.0;0.0;-1.0;-1.0;0.0;-17.0;45.0;26.0;161.0;82.0;-132.0;0.0;23.0;42.49;-83.42;779.0;863.1519520993926;2.0;25.81;185.0;12 / 13;227007;2018-07-25 07:35:48:601
4.0;-9.0;0.0;1.0;-10.0;2.0;2.0;0.0;-1.0;1.0;-1.0;1.0;0.0;-6.0;45.0;9.0;43.0;78.0;-46.0;0.0;33.0;42.49;-83.42;779.0;863.1519520993926;2.0;25.81;185.0;12 / 13;227507;2018-07-25 07:35:49:101
3.0;-10.0;0.0;1.0;-10.0;2.0;3.0;-2.0;0.0;-1.0;1.0;0.0;3.0;-2.0;46.0;9.0;19.0;75.0;-33.0;0.0;43.0;42.49;-83.42;779.0;863.1519520993926;1.0;25.81;146.0;12 / 13;228008;2018-07-25 07:35:49:602
2.0;-10.0;2.0;1.0;-10.0;-1.0;1.0;0.0;2.0;-1.0;0.0;0.0;3.0;-1.0;41.0;24.0;142.0;83.0;-148.0;0.0;34.0;42.49;-83.42;779.0;863.1519520993926;1.0;25.81;146.0;12 / 13;228507;2018-07-25 07:35:50:101
2.0;-10.0;1.0;1.0;-10.0;2.0;1.0;-1.0;-2.0;1.0;2.0;0.0;2.0;-9.0;45.0;4.0;51.0;79.0;-33.0;0.0;40.0;42.49;-83.42;779.0;863.1519520993926;1.0;25.81;88.0;13 / 13;229008;2018-07-25 07:35:50:602
1.0;-8.0;3.0;1.0;-9.0;3.0;0.0;1.0;0.0;-1.0;0.0;0.0;2.0;-12.0;45.0;1.0;45.0;70.0;-25.0;0.0;37.0;42.49;-83.42;779.0;863.1519520993926;1.0;25.81;88.0;13 / 13;229508;2018-07-25 07:35:51:102
0.0;-10.0;0.0;1.0;-10.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;2.0;-6.0;43.0;15.0;64.0;85.0;-54.0;0.0;34.0;42.49;-83.42;779.0;863.1519520993926;1.0;25.81;92.0;13 / 13;230008;2018-07-25 07:35:51:602
-1.0;-10.0;0.0;0.0;-10.0;-1.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;-4.0;41.0;19.0;167.0;87.0;-157.0;0.0;25.0;42.49;-83.42;779.0;863.1519520993926;1.0;25.81;92.0;13 / 13;230508;2018-07-25 07:35:52:102
-1.0;-10.0;-1.0;1.0;-10.0;-1.0;-1.0;0.0;0.0;-1.0;-1.0;0.0;0.0;-7.0;39.0;21.0;148.0;82.0;-138.0;0.0;23.0;42.49;-83.42;778.0;863.1519520993926;1.0;25.81;103.0;13 / 13;231008;2018-07-25 07:35:52:602
-2.0;-9.0;3.0;0.0;-9.0;4.0;-1.0;0.0;-1.0;0.0;-1.0;0.0;0.0;-4.0;47.0;-1.0;14.0;68.0;-4.0;0.0;46.0;42.49;-83.42;778.0;863.1519520993926;1.0;25.81;103.0;13 / 13;231508;2018-07-25 07:35:53:102
1.0;-10.0;0.0;1.0;-10.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;45.0;14.0;39.0;80.0;-56.0;0.0;44.0;42.49;-83.42;778.0;863.1519520993926;1.0;25.81;104.0;13 / 13;232008;2018-07-25 07:35:53:602
1.0;-10.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;43.0;18.0;83.0;84.0;-104.0;0.0;21.0;42.49;-83.42;778.0;863.1519520993926;1.0;25.81;104.0;13 / 13;232507;2018-07-25 07:35:54:101
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;44.0;17.0;84.0;83.0;-117.0;0.0;22.0;42.49;-83.42;777.0;863.1519520993926;1.0;25.81;96.0;12 / 13;233007;2018-07-25 07:35:54:601
0.0;-10.0;0.0;1.0;-10.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;44.0;16.0;77.0;85.0;-111.0;0.0;19.0;42.49;-83.42;777.0;863.1519520993926;1.0;25.81;96.0;12 / 13;233507;2018-07-25 07:35:55:101
-1.0;-10.0;-2.0;1.0;-10.0;0.0;-1.0;0.0;-2.0;1.0;0.0;0.0;4.0;14.0;46.0;2.0;342.0;86.0;-60.0;0.0;23.0;42.49;-83.42;777.0;863.1519520993926;1.0;25.81;96.0;12 / 13;234007;2018-07-25 07:35:55:601
0.0;-9.0;1.0;2.0;-10.0;1.0;-3.0;0.0;1.0;1.0;-3.0;0.0;4.0;3.0;47.0;-14.0;304.0;77.0;-72.0;0.0;35.0;42.49;-83.42;777.0;863.1519520993926;1.0;25.81;96.0;12 / 13;234508;2018-07-25 07:35:56:102
3.0;-6.0;2.0;0.0;-9.0;3.0;3.0;2.0;-1.0;0.0;0.0;0.0;2.0;7.0;38.0;-29.0;211.0;71.0;-4.0;0.0;39.0;42.49;-83.42;777.0;863.1519520993926;1.0;25.81;65.0;12 / 13;235007;2018-07-25 07:35:56:601
-1.0;-9.0;2.0;3.0;-9.0;-1.0;-5.0;3.0;2.0;-1.0;-1.0;0.0;2.0;-9.0;47.0;-11.0;307.0;72.0;-111.0;0.0;47.0;42.49;-83.42;777.0;863.1519520993926;1.0;25.81;65.0;12 / 13;235507;2018-07-25 07:35:57:101
-1.0;-14.0;3.0;1.0;-10.0;0.0;-3.0;-5.0;3.0;1.0;-1.0;1.0;2.0;-2.0;43.0;-17.0;273.0;80.0;-74.0;0.0;52.0;42.49;-83.42;776.0;863.1519520993926;1.0;25.81;340.0;12 / 13;236007;2018-07-25 07:35:57:601
-9.0;-7.0;3.0;-7.0;-7.0;2.0;-2.0;1.0;-2.0;1.0;2.0;2.0;9.0;41.0;21.0;-17.0;154.0;44.0;77.0;0.0;48.0;42.49;-83.42;776.0;863.1519520993926;1.0;25.81;340.0;12 / 13;236507;2018-07-25 07:35:58:101
-8.0;-2.0;2.0;-8.0;-5.0;0.0;-1.0;2.0;1.0;0.0;0.0;1.0;9.0;48.0;13.0;-11.0;133.0;31.0;91.0;2.0;43.0;42.49;-83.42;776.0;863.1519520993926;1.0;25.81;299.0;12 / 13;237008;2018-07-25 07:35:58:602
1.0;0.0;6.0;-2.0;5.0;8.0;4.0;-4.0;-2.0;-1.0;0.0;0.0;52.0;-8.0;-35.0;-46.0;116.0;-29.0;17.0;2.0;26.0;42.49;-83.42;776.0;863.1519520993926;1.0;25.81;299.0;12 / 13;237508;2018-07-25 07:35:59:102
0.0;3.0;6.0;-1.0;4.0;9.0;1.0;-1.0;-2.0;1.0;0.0;-1.0;47.0;-9.0;-40.0;-44.0;146.0;-20.0;6.0;2.0;32.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;283.0;12 / 13;238008;2018-07-25 07:35:59:602
-1.0;3.0;8.0;-1.0;4.0;9.0;0.0;-1.0;0.0;0.0;-1.0;-1.0;32.0;-1.0;-44.0;-39.0;163.0;-24.0;8.0;2.0;22.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;283.0;12 / 13;238507;2018-07-25 07:36:00:101
0.0;1.0;11.0;1.0;4.0;9.0;0.0;-2.0;2.0;0.0;-1.0;-3.0;30.0;13.0;-33.0;-42.0;222.0;-22.0;-3.0;2.0;18.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;269.0;12 / 13;239008;2018-07-25 07:36:00:602
2.0;5.0;8.0;0.0;5.0;9.0;2.0;1.0;0.0;0.0;-1.0;-1.0;30.0;16.0;-21.0;-47.0;279.0;-28.0;0.0;2.0;18.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;269.0;12 / 13;239507;2018-07-25 07:36:01:101
-1.0;5.0;7.0;0.0;6.0;8.0;-1.0;-1.0;0.0;0.0;0.0;-1.0;25.0;14.0;-23.0;-46.0;305.0;-37.0;1.0;2.0;19.0;42.49;-83.42;776.0;863.1519520993926;3.0;25.81;249.0;13 / 14;240008;2018-07-25 07:36:01:602
-3.0;6.0;8.0;0.0;5.0;8.0;-2.0;1.0;0.0;0.0;0.0;0.0;24.0;8.0;-15.0;-51.0;338.0;-31.0;3.0;2.0;17.0;42.49;-83.42;776.0;863.1519520993926;3.0;25.81;249.0;13 / 14;240508;2018-07-25 07:36:02:102
0.0;5.0;6.0;0.0;6.0;8.0;0.0;-1.0;-2.0;0.0;0.0;0.0;18.0;6.0;-18.0;-49.0;337.0;-35.0;1.0;2.0;18.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;243.0;13 / 13;241007;2018-07-25 07:36:02:601
1.0;4.0;12.0;1.0;5.0;9.0;1.0;0.0;3.0;0.0;-1.0;0.0;18.0;3.0;-12.0;-50.0;338.0;-28.0;-2.0;2.0;20.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;243.0;13 / 13;241507;2018-07-25 07:36:03:101
0.0;5.0;9.0;0.0;5.0;9.0;-1.0;0.0;1.0;0.0;0.0;0.0;12.0;5.0;-12.0;-50.0;339.0;-29.0;-1.0;2.0;18.0;42.49;-83.42;776.0;863.1519520993926;2.0;25.81;244.0;13 / 13;242007;2018-07-25 07:36:03:601
